08/20-14:36:58.690508, 19720, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-21:31:08.477719, 21882600, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-21:31:13.007982, 21883462, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.207.62:0, 1:399:9, allow
08/20-21:31:18.828414, 21884258, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.207.62:0, 1:399:9, allow
08/20-21:31:42.179040, 21887871, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.207.62:0, 1:399:9, allow
08/20-21:31:46.239523, 21888587, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-21:31:47.054998, 21888669, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-21:31:51.469513, 21889285, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.207.62:0, 1:399:9, allow
08/20-21:31:54.289708, 21889725, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.207.62:0, 1:399:9, allow
08/20-21:31:58.959852, 21890827, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.207.62:0, 1:399:9, allow
08/20-21:32:12.770335, 21893834, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.207.62:0, 1:399:9, allow
08/20-21:32:15.750429, 21894344, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.207.62:0, 1:399:9, allow
08/20-21:32:31.781037, 21896794, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.207.62:0, 1:399:9, allow
08/20-21:32:47.721665, 21899610, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-21:32:49.631824, 21899881, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.207.62:0, 1:399:9, allow
08/20-21:33:39.213379, 21908158, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-21:34:25.695646, 21918504, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-21:37:18.280990, 21949734, ICMP, raw, 98, C2S, 10.255.255.5:0, 176.124.32.11:0, 1:449:9, allow
08/20-21:38:07.694348, 21958316, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:08.774318, 21958404, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:09.144298, 21958437, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:09.154177, 21958440, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:09.685194, 21958598, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:11.784318, 21958881, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:12.404681, 21958964, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:12.784415, 21959007, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:12.874515, 21959052, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:13.784461, 21959192, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:14.394435, 21959333, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:14.644461, 21959376, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:14.784478, 21959406, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:16.344543, 21959878, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:16.994581, 21960009, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:17.434600, 21960095, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:17.994872, 21960183, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:18.154611, 21960196, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:18.674659, 21960300, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:19.414790, 21960410, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:19.794691, 21960458, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:20.894698, 21960593, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:21.564731, 21960692, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:22.695058, 21961022, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:22.934795, 21961073, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:23.654837, 21961158, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:23.674873, 21961160, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:25.694876, 21961454, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:25.724974, 21961456, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:25.805017, 21961476, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:26.264999, 21961523, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:27.374887, 21961714, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:27.735049, 21961779, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:28.645008, 21961945, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:29.625272, 21962133, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:29.895209, 21962180, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:29.915016, 21962185, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:30.305052, 21962245, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:32.005173, 21962532, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:32.235398, 21962561, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:32.735136, 21962658, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:33.295324, 21962713, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:33.905418, 21962880, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:34.395229, 21962992, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:34.415356, 21963015, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:34.875355, 21963144, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:35.155349, 21963178, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:35.655539, 21963284, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:36.745309, 21963446, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:37.995411, 21963598, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:38.475664, 21963650, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:39.375589, 21963797, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:39.855587, 21963886, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:40.945565, 21964034, ICMP, raw, 68, C2S, 10.255.255.5:0, 192.118.42.254:0, 1:399:9, allow
08/20-21:38:41.365512, 21964078, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:42.285583, 21964229, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:42.775635, 21964308, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:45.065771, 21964672, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:45.155738, 21964685, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:45.625734, 21964858, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:45.715730, 21964866, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:46.915928, 21965095, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:48.835796, 21965368, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:50.416010, 21965548, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:50.795950, 21965613, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:51.005832, 21965633, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:51.186031, 21965654, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:51.266053, 21965659, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:51.815949, 21965701, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:52.205965, 21965749, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:53.146048, 21965874, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:54.636246, 21966112, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:54.866115, 21966211, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:55.076070, 21966320, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:56.676309, 21966535, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:57.636455, 21966684, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:57.866149, 21966738, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:58.726233, 21966927, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:38:59.426237, 21967022, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:00.766312, 21967161, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:00.866286, 21967170, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:01.406309, 21967233, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:01.796281, 21967331, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:01.956827, 21967377, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:01.966746, 21967381, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:02.606349, 21967497, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:03.156537, 21967639, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:03.196617, 21967650, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:03.386369, 21967683, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:04.226448, 21967890, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:04.446681, 21968217, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:04.746436, 21968322, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:05.296842, 21968453, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:05.546560, 21968466, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:05.626721, 21968471, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:05.666588, 21968475, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:05.926511, 21968495, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:06.026442, 21968501, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:06.456456, 21968552, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:06.836578, 21968623, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:07.536650, 21968730, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:08.876559, 21969089, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:10.016705, 21969476, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:11.216664, 21969711, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:11.646758, 21969776, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:11.756702, 21969784, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:11.976737, 21969796, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:13.456774, 21970188, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:13.746770, 21970283, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:13.776779, 21970289, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:13.926797, 21970303, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:14.026849, 21970309, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:14.656935, 21970415, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:14.746970, 21970425, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:15.177144, 21970486, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:15.466898, 21970605, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:15.667022, 21970616, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:16.106949, 21970668, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:16.616921, 21970727, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:16.686890, 21970734, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:16.846944, 21970746, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:16.866925, 21970748, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:16.966975, 21970763, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:17.226942, 21970792, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:17.256925, 21970795, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:17.347211, 21970827, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:17.996974, 21970942, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:18.057207, 21970947, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:18.567028, 21970994, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:20.097284, 21971266, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:20.777214, 21971381, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:21.007124, 21971421, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:21.177159, 21971430, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:21.507461, 21971517, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:21.817140, 21971555, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:24.177337, 21972020, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:24.257422, 21972033, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:26.157353, 21972262, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:26.177289, 21972269, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:27.447476, 21972428, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:27.467329, 21972431, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:27.747699, 21972455, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:28.007415, 21972493, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:28.447404, 21972571, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:28.817395, 21972611, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:29.077551, 21972646, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:29.687548, 21972750, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-21:39:31.787551, 21973100, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:31.877474, 21973110, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:32.267478, 21973176, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:32.507592, 21973260, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:34.097584, 21973483, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:34.567590, 21973577, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:34.767663, 21973625, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:34.897633, 21973641, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:36.827708, 21974031, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:36.937842, 21974052, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:38.067764, 21974218, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:38.997744, 21974322, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:39.267834, 21974355, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:39.577997, 21974394, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:39.697893, 21974412, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:39.697893, 21974413, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:40.447894, 21974493, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:40.968891, 21974545, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:41.157813, 21974568, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:41.267965, 21974597, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:41.367947, 21974610, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:42.098118, 21974747, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:42.617960, 21974861, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:42.957890, 21974905, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:44.027887, 21975112, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:44.738224, 21975224, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:44.988173, 21975267, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:45.028024, 21975271, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:45.638007, 21975487, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:46.428127, 21975634, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:46.918211, 21975712, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:47.658222, 21975855, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:48.198205, 21975950, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:50.248291, 21976349, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:50.948223, 21976415, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:51.498301, 21976488, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:51.818302, 21976544, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:51.888287, 21976551, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:51.908251, 21976555, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:51.938396, 21976563, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:52.058250, 21976573, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:53.118394, 21976691, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:53.318355, 21976719, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:53.358381, 21976725, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:53.378480, 21976731, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:53.518499, 21976738, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:53.978362, 21976858, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:54.058497, 21976865, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:54.458376, 21976972, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
08/20-21:39:54.658279, 21977026, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.190:0, 1:399:9, allow
